등록외국인 국적별·지역별 현황(2021. 3. 31. 현재)                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,필리핀,캄보디아,네팔,인도네시아,타이,미국,몽골,미얀마,일본,스리랑카,타이완,카자흐스탄,방글라데시,러시아(연방),파키스탄,인도,영국,캐나다,키르기즈,프랑스,말레이시아,우크라이나,이집트,나이지리아,남아프리카공화국,티모르민주공화국,독일,홍콩,오스트레일리아,시리아,한국계러시아인,터키,모로코,가나,이란,예멘공화국,라오스,에티오피아,카메룬,이탈리아,브라질,사우디아라비아,뉴질랜드,스페인,아일랜드,싱가포르,멕시코,라이베리아,타지키스탄,우간다,리비아,알제리,네덜란드,콜롬비아,폴란드,케냐,페루,요르단,스웨덴,벨기에,아프가니스탄,세네갈,이라크,투르크메니스탄,튀니지,기니,스위스,수단,르완다,탄자니아,콩고민주공화국,그리스,에콰도르,벨로루시,말리,아랍에미리트연합,노르웨이,루마니아,오스트리아,덴마크,아제르바이잔,핀란드,헝가리,코트디부아르,칠레,이스라엘,베네수엘라,포르투갈,앙골라,감비아,불가리아,체코,아르헨티나,부룬디,무국적,잠비아,짐바브웨,마카오,리투아니아,파라과이,시에라리온,가봉,파나마,과테말라,슬로바크,크로아티아,조지아,영국외지민,아르메니아,세르비아,도미니카공화국,볼리비아,코스타리카,모잠비크,엘살바도르,팔레스타인,라트비아,피지,부르키나파소,몰도바,토고,브루나이,온두라스,미등록국가,자메이카,쿠웨이트,오만,에스토니아,슬로베니아,국제연합,아이티,레바논,니카라과,쿠바,알바니아,남수단공화국,우루과이,말라위,마다가스카르,콩고,부탄,카타르,기니비사우,키프로스,트리니다드토바고,소말리아,보츠와나,베냉,룩셈부르크,모리셔스,에리트레아,차드,에스와티니,세인트크리스토퍼네비스,키리바시,바레인,몰타,모리타니,마케도니아,아이슬란드,몬테네그로,니제르,적도기니,중앙아프리카공화국,보스니아-헤르체고비나,바누아투,바하마,레소토,도미니카연방,가이아나,파푸아뉴기니,코소보,솔로몬군도,세이셸,벨리즈,몰디브,팔라우,통가,지부티,나우루,홍콩거주난민,투발루,코모로,수리남,세인트루시아,바베이도스,리히텐슈타인,나미비아
강원도,정선군,남성,78,15,13,2,1,8,3,3,,5,5,,,,18,3,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,정선군,여성,188,13,71,23,6,28,7,5,1,13,3,3,,8,,1,1,,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,철원군,총계,590,24,88,19,6,46,95,103,1,102,11,2,38,31,2,5,2,1,,1,2,,,6,,,,,,,,,,,,2,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,철원군,남성,346,7,20,1,2,27,71,92,1,64,4,2,38,2,1,4,1,1,,1,2,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,철원군,여성,244,17,68,18,4,19,24,11,,38,7,,,29,1,1,1,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,춘천시,총계,"3,702",176,"1,142",641,255,112,112,85,59,59,77,290,45,103,3,55,8,46,34,29,78,23,7,13,7,5,5,3,10,11,1,15,2,6,9,1,6,12,6,7,,4,17,18,5,2,1,2,1,5,1,3,,9,2,,3,1,6,1,3,2,,,1,5,,5,,1,,2,1,2,4,6,,2,4,1,,,,3,,1,1,1,,,,,1,1,,1,1,,1,,1,2,,,1,,,,1,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,춘천시,남성,"1,943",90,664,267,211,33,24,71,31,14,45,136,32,7,2,27,7,33,13,22,47,15,7,7,3,1,3,3,8,2,1,6,,4,9,1,1,7,5,4,,2,10,12,3,,1,2,,2,,1,,5,1,,,1,2,1,2,2,,,1,4,,3,,,,,1,2,4,4,,2,,1,,,,2,,1,1,,,,,,,1,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,춘천시,여성,"1,759",86,478,374,44,79,88,14,28,45,32,154,13,96,1,28,1,13,21,7,31,8,,6,4,4,2,,2,9,,9,2,2,,,5,5,1,3,,2,7,6,2,2,,,1,3,1,2,,4,1,,3,,4,,1,,,,,1,,2,,1,,2,,,,2,,,4,,,,,1,,,,1,,,,,1,,,1,,,1,,,,,,1,,,,1,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,태백시,총계,230,17,64,22,3,28,16,5,,8,18,,4,7,1,6,6,,4,,2,2,3,1,1,,,,,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,태백시,남성,62,8,11,4,2,3,1,5,,,4,,4,,,4,4,,3,,2,1,1,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,태백시,여성,168,9,53,18,1,25,15,,,8,14,,,7,1,2,2,,1,,,1,2,1,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,평창군,총계,440,73,97,57,11,22,20,25,1,21,9,2,11,27,7,8,1,2,4,5,3,,4,1,,2,,,,3,,1,,3,,,5,,,,,4,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,평창군,남성,197,43,22,19,7,8,7,20,,7,4,1,11,4,7,4,,1,4,2,3,,4,1,,,,,,2,,1,,1,,,5,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,평창군,여성,243,30,75,38,4,14,13,5,1,14,5,1,,23,,4,1,1,,3,,,,,,2,,,,1,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,홍천군,총계,775,80,170,41,16,41,88,102,5,61,12,10,59,31,1,10,8,13,8,1,,4,2,3,,1,,1,,3,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,홍천군,남성,414,34,53,10,14,21,58,91,2,18,3,6,58,2,1,7,5,12,6,1,,3,1,2,,,,1,,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,홍천군,여성,361,46,117,31,2,20,30,11,3,43,9,4,1,29,,3,3,1,2,,,1,1,1,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,화천군,총계,210,6,37,13,3,10,35,26,2,21,10,2,9,19,4,2,,,5,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,화천군,남성,85,2,11,3,,3,11,25,1,6,1,2,9,,4,1,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,화천군,여성,125,4,26,10,3,7,24,1,1,15,9,,,19,,1,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,횡성군,총계,619,65,152,41,9,27,51,76,32,54,6,3,20,16,10,,14,6,5,10,1,1,2,7,,,,,,2,,2,,1,2,,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,횡성군,남성,352,34,60,18,8,6,25,68,30,34,3,1,20,1,10,,7,5,1,9,1,,,5,,,,,,,,2,,,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,횡성군,여성,267,31,92,23,1,21,26,8,2,20,3,2,,15,,,7,1,4,1,,1,2,2,,,,,,2,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,총계,총계,"365,047","122,743","37,301","49,914","14,457","15,096","14,598","13,309","6,513","14,260","7,104","7,652","10,862","5,598","5,293","2,457","4,585","7,127","3,383","3,316","3,243",716,856,"1,364",313,686,960,666,"1,245",534,404,273,304,264,414,511,339,373,526,234,185,274,203,628,80,162,29,158,93,92,87,123,282,110,153,24,187,68,72,66,83,72,38,30,40,95,107,24,82,55,89,30,79,44,45,114,7,38,62,98,7,11,31,26,16,28,25,33,50,17,18,22,19,37,27,21,20,27,51,29,1,22,10,10,12,11,8,9,17,10,7,4,11,19,8,12,15,5,16,4,3,4,5,7,18,22,,8,13,3,2,1,5,4,,19,4,3,4,4,3,4,4,6,10,,1,11,2,2,2,2,4,4,5,4,2,4,,,2,,1,1,,,2,3,,1,,,,,,1,1,1,2,,,2,2,,1,,,1,,,,,
경기도,가평군,총계,"1,023",154,120,59,23,25,16,49,4,18,53,20,21,342,4,11,5,13,5,5,3,6,2,1,5,,,,2,5,,1,1,3,,1,,,2,1,,1,,,2,3,,,,,,2,,,,,,1,,1,,,,,2,,,,,,,2,6,,1,1,,,2,,,4,,2,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,1,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,가평군,남성,436,64,22,20,14,5,8,45,3,9,30,8,19,109,4,8,2,13,,5,3,6,1,,4,,,,2,1,,,1,3,,1,,,1,1,,,,,1,3,,,,,,,,,,,,1,,,,,,,1,,,,,,,,5,,1,1,,,1,,,1,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,가평군,여성,587,90,98,39,9,20,8,4,1,9,23,12,2,233,,3,3,,5,,,,1,1,1,,,,,4,,1,,,,,,,1,,,1,,,1,,,,,,,2,,,,,,,,1,,,,,1,,,,,,,2,1,,,,,,1,,,3,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 덕양구,총계,"4,335","1,253",525,738,51,153,139,71,33,242,84,112,57,192,10,143,9,28,30,30,22,24,27,12,18,8,2,114,11,7,1,7,12,6,7,4,3,4,39,3,2,3,1,15,2,3,2,4,7,2,4,,1,,3,,1,2,7,1,2,2,,1,4,,2,,1,1,,,,2,1,,,3,1,,,,,1,,,2,1,1,,,3,,,,,,,6,,,,,,,,,,3,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 덕양구,남성,"1,989",587,148,269,24,45,93,58,21,122,48,47,55,20,7,70,4,25,5,24,14,19,17,9,13,3,,113,10,4,1,2,2,5,5,,1,4,31,3,2,2,1,10,,,1,4,3,2,2,,1,,1,,1,1,3,,2,1,,1,2,,2,,1,1,,,,2,,,,3,,,,,,1,,,1,1,,,,1,,,,,,,2,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 덕양구,여성,"2,346",666,377,469,27,108,46,13,12,120,36,65,2,172,3,73,5,3,25,6,8,5,10,3,5,5,2,1,1,3,,5,10,1,2,4,2,,8,,,1,,5,2,3,1,,4,,2,,,,2,,,1,4,1,,1,,,2,,,,,,,,,,1,,,,1,,,,,,,,1,,1,,,2,,,,,,,4,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산동구,총계,"3,853",800,354,543,81,223,221,120,40,248,114,150,102,128,45,98,12,62,51,45,62,29,31,20,15,8,4,22,9,14,5,7,5,9,16,3,3,11,26,11,10,9,5,5,3,5,3,8,2,2,1,3,3,,3,,1,1,4,1,1,2,1,2,1,,,1,,1,,1,,,1,1,,1,4,,,,1,3,,,,2,,,1,,,,,2,,2,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산동구,남성,"2,135",393,154,180,52,128,180,109,25,164,63,76,102,16,41,59,4,54,11,38,44,23,19,12,11,6,3,19,7,8,4,5,1,7,13,,2,10,23,5,10,5,3,2,3,3,2,5,2,1,,2,1,,3,,1,1,2,1,,,1,2,,,,,,1,,1,,,1,,,1,,,,,,2,,,,1,,,,,,,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산동구,여성,"1,718",407,200,363,29,95,41,11,15,84,51,74,,112,4,39,8,8,40,7,18,6,12,8,4,2,1,3,2,6,1,2,4,2,3,3,1,1,3,6,,4,2,3,,2,1,3,,1,1,1,2,,,,,,2,,1,2,,,1,,,1,,,,,,,,1,,,4,,,,1,1,,,,1,,,1,,,,,2,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산서구,총계,"3,071","1,214",162,540,29,55,68,22,17,94,87,245,66,105,6,73,9,11,41,18,15,9,23,14,4,6,2,10,2,1,4,2,16,6,14,1,5,17,2,2,2,4,5,,2,,,3,,3,7,,,,,1,,1,,2,,4,,1,1,,,1,,3,,,,,,,1,,1,,,,,1,1,1,1,,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산서구,남성,"1,444",624,46,194,12,21,44,15,10,52,40,96,66,16,5,35,4,10,20,11,10,7,11,9,3,2,1,8,2,,4,,4,5,13,1,2,12,2,1,2,,4,,,,,2,,1,4,,,,,1,,1,,,,1,,1,1,,,1,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산서구,여성,"1,627",590,116,346,17,34,24,7,7,42,47,149,,89,1,38,5,1,21,7,5,2,12,5,1,4,1,2,,1,,2,12,1,1,,3,5,,1,,4,1,,2,,,1,,2,3,,,,,,,,,2,,3,,,,,,,,1,,,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,과천시,총계,168,32,15,29,1,7,2,3,,1,16,,3,15,,8,,,1,,10,4,3,,3,1,3,,,1,,1,1,1,,,1,1,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,과천시,남성,88,17,8,12,1,3,1,2,,1,11,,3,1,,5,,,,,10,2,1,,3,,,,,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,과천시,여성,80,15,7,17,,4,1,1,,,5,,,14,,3,,,1,,,2,2,,,1,3,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,광명시,총계,"3,988","2,362",297,695,16,61,41,20,17,48,48,26,45,128,6,49,6,8,15,11,7,7,12,2,6,7,,,1,3,,2,5,3,,1,1,1,,1,,3,,,1,1,,2,4,2,2,,,1,,,,3,,1,1,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,광명시,남성,"1,968","1,293",97,266,2,12,18,18,4,26,22,12,43,40,6,23,3,8,7,10,4,6,10,,4,4,,,1,2,,2,,3,,,1,1,,1,,2,,,1,1,,2,3,1,1,,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,광명시,여성,"2,020","1,069",200,429,14,49,23,2,13,22,26,14,2,88,,26,3,,8,1,3,1,2,2,2,3,,,,1,,,5,,,1,,,,,,1,,,,,,,1,1,1,,,1,,,,1,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,광주시,총계,"11,400","2,102","1,587",809,497,965,"1,065",521,242,615,51,523,714,112,314,31,138,489,76,213,43,14,15,38,3,7,8,7,7,13,19,3,4,8,2,10,1,4,4,8,19,9,3,,1,,1,1,3,2,2,4,4,,2,,2,2,3,,,,,,2,7,8,,1,2,2,2,,,,1,,,2,1,,,2,1,2,,2,2,,,,,1,1,1,,1,,,2,,1,,,,2,1,,,1,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,
경기도,광주시,남성,"7,673","1,091",778,275,378,724,827,466,228,475,30,338,711,18,310,10,61,475,39,210,37,10,11,20,3,4,5,7,7,7,17,2,,6,2,5,1,3,4,8,14,2,2,,,,,1,1,2,1,2,4,,1,,1,2,2,,,,,,,4,8,,,2,2,1,,,,1,,,,1,,,,1,,,1,,,,,,1,1,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,
경기도,광주시,여성,"3,727","1,011",809,534,119,241,238,55,14,140,21,185,3,94,4,21,77,14,37,3,6,4,4,18,,3,3,,,6,2,1,4,2,,5,,1,,,5,7,1,,1,,1,,2,,1,2,,,1,,1,,1,,,,,,2,3,,,1,,,1,,,,,,,2,,,,2,,2,,1,2,,,,,,,,,1,,,1,,,,,,1,1,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,구리시,총계,"1,380",330,150,178,9,59,48,12,3,82,49,83,109,130,10,14,2,4,10,4,11,9,9,2,2,2,2,6,,2,3,,3,8,,1,8,3,,2,,,,,,1,,,1,1,2,,,,,,,,,1,4,1,,1,1,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,구리시,남성,680,173,32,60,6,28,42,11,1,52,26,44,109,19,9,6,,4,2,4,7,6,7,,2,,1,2,,1,3,,,5,,,5,1,,2,,,,,,1,,,1,,1,,,,,,,,,1,2,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,구리시,여성,700,157,118,118,3,31,6,1,2,30,23,39,,111,1,8,2,,8,,4,3,2,2,,2,1,4,,1,,,3,3,,1,3,2,,,,,,,,,,,,1,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,군포시,총계,"5,910","3,183",719,"1,154",33,120,52,42,33,70,59,64,56,96,27,34,4,24,14,11,3,13,13,2,7,3,1,4,,8,3,2,10,4,,,2,3,,3,,3,,1,1,3,,1,,1,2,1,,,1,,,,1,,,1,,,,,2,,,,,,,1,,,1,,,3,,1,,,,,,,1,,2,2,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,군포시,남성,"2,969","1,668",320,511,20,55,38,37,27,23,38,26,54,9,27,10,1,24,,10,3,11,12,,2,,,1,,5,3,1,5,1,,,1,2,,2,,,,1,,1,,1,,1,1,1,,,1,,,,1,,,,,,,,2,,,,,,,1,,,1,,,3,,,,,,,,,,,2,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
